,Better Diets and Nutrition.pdf,Breeding For Tomorrow.pdf,Capacity Sharing.pdf,Climate Action.pdf,Digital Transformation.pdf,Food Frontiers and Security.pdf,Gender Equality and Inclusion.pdf,Genebanks.pdf,Multifunctional Landscapes.pdf,Policy Innovations.pdf,Scaling for Impact.pdf,Sustainable Animal and Aquatic Foods.pdf,Sustainable Farming.pdf
L-P10598-ICT4Health,0.10962769,0.11829741,0.08396466,0.09998568,0.23685578,0.15149067,0.100305066,0.12795867,0.11579019,0.13728343,0.04420674,0.16182815,0.1961787
L-P10600-Integrated approach to climate change in the rice p,0.28191477,0.31218514,0.23369128,0.3170973,0.10514571,0.3234876,0.17423424,0.27215374,0.31728852,0.3374491,0.20603909,0.2857155,0.43407613
L-P10612-Assessment of Spatio-Temporal Variation in Enteric,0.12797639,0.043862548,0.13135433,0.26917344,0.13716997,0.18981816,0.05764249,0.113465294,0.05846135,0.14057854,0.1260455,0.15917556,0.19269869
L-P10613-Gender-Livestock-Climate Analytic Approach (GLCAA),0.31983566,0.34446344,0.26105335,0.43368113,0.15785673,0.43011472,0.3747707,0.23716462,0.4411931,0.3048431,0.2512665,0.48305243,0.43450454
L-P10614-Development of vaccines for prioritized exotic and,0.09148318,0.23510076,0.058994338,0.021149825,0.106612146,0.17234023,0.028864054,0.21093833,0.086922534,0.09122104,0.08986979,0.22920309,0.12439989
L-UOS002-Genomic Surveillance to Control Pathogen Infections,0.061370432,0.20560522,0.081532896,0.12388409,0.16401407,0.24765122,0.0971105,0.43737552,0.16967608,0.11073636,0.10324307,0.16973785,0.1903036
L-UNW002-Introduction and evaluation of tropically adapted c,0.2149047,0.22702174,0.101380214,0.06808429,-0.05753159,0.23294866,0.011465059,0.1941389,0.10617628,0.12923343,0.0930382,0.26667368,0.17897274
L-BVF004-Enabling Resilient and Prosperous Communities throu,0.27368245,0.27265984,0.35736674,0.3391383,0.19701524,0.42295548,0.31454694,0.30244884,0.471689,0.3746111,0.37842906,0.38873604,0.44571316
"L-CIA022-Screening, Developing and Deploying Anti-methanogen",0.27957952,0.2996098,0.20586176,0.14509189,0.09253224,0.30772787,0.07787792,0.22935693,0.19375317,0.19564933,0.19717334,0.34694025,0.2923894
L-CSA001-Rapid Tick exposure Test(RaTexT) for acaricide resi,-0.057155218,0.02211552,-0.011320364,0.0020344118,0.00010230552,0.033499245,-0.064324014,0.08080854,-0.047736216,-0.04801253,-0.07064578,-0.008808192,0.04419354
L-IIT040-Technical Assistance to the Building Resilience for,0.4477169,0.33484343,0.3202459,0.33040512,0.18873507,0.49557287,0.19987404,0.28183556,0.33435974,0.3333348,0.31677982,0.4541691,0.4621333
L-LOL002-Nourishing Prosperity Alliance (NPA) forage program,0.2631127,0.2909977,0.31393647,0.28974962,0.22813693,0.35008508,0.2549325,0.22802189,0.29518408,0.29343545,0.28648064,0.32614788,0.30926728
L-MAD001-Development of a Master Plan on Livestock in Madaga,0.27646658,0.2954663,0.28072453,0.2528123,0.1769301,0.3712043,0.175239,0.2791266,0.2876585,0.33111444,0.26149863,0.45474333,0.3326883
L-UOE014-Building a Reference Quality Annotated Genome Assem,0.058299094,0.27500108,0.118117884,0.10861081,0.13665384,0.17733118,0.047980495,0.3829003,0.1637073,0.10697808,0.10362051,0.22350593,0.2045312
L-UUT001-Climate Change and Conflict Mitigation Through Insu,0.23504013,0.26300552,0.23789915,0.45847604,0.25528046,0.41350427,0.33160755,0.3059861,0.4123376,0.4448203,0.30188543,0.27449104,0.2997072
CWI-001 SPARC,0.24504724,0.291261,0.21608722,0.27288952,0.104049,0.38365594,0.23160154,0.25321004,0.39829466,0.32219532,0.2572108,0.32749856,0.37156165
F-AG10607-ASIA-AFRICA BLUETECH SUPERHIGHWAY PROJECT (COAST),0.48799244,0.3712527,0.48006177,0.4853921,0.37706935,0.5173288,0.3822454,0.31894106,0.49885118,0.53726804,0.48697,0.6130479,0.45229453
F-PP-2022-1020-Climate-Resilient Aquaculture Systems for Afr,0.4326601,0.42958495,0.4797529,0.4834134,0.29421896,0.48108238,0.36080167,0.36012805,0.49131322,0.50598556,0.44897676,0.6086321,0.51468796
F-AG10578-Dev. & Scaling of Sus. Feeds for RAqFS in Sub-Saha,0.49994713,0.41191652,0.46944025,0.4348898,0.3012388,0.48530614,0.38906637,0.31529036,0.45143536,0.40621156,0.4196321,0.6148502,0.511766
F-AG10582-Technologies for African Agri Transformation Phase,0.3597012,0.41438892,0.45746246,0.34576163,0.31672457,0.3852567,0.27729425,0.34331366,0.34331647,0.39661562,0.38576695,0.5428602,0.40671456
F-AG10572-IKAN ADAPT,0.35747004,0.41759124,0.42345333,0.536664,0.31139088,0.47866827,0.38070557,0.40396565,0.5278097,0.5024836,0.39429048,0.5441811,0.50692666
F-AG10598-Secure Timor-Leste Fisheries for Sustainability &,0.3561451,0.33600384,0.42484042,0.41944763,0.29678354,0.45453185,0.3184328,0.30992058,0.46228388,0.50748897,0.43750885,0.5556417,0.39666972
F-AG10601-Center for renewable energy in Aquaculture (CeREA),0.29233298,0.32398072,0.39248866,0.32823002,0.25191855,0.31641796,0.24120712,0.2859307,0.29292142,0.309114,0.30613175,0.45470008,0.37883663
F-AG10596-Cap. Build. of Mission Shakti in Gram Panchayat ta,0.02047136,0.12425779,0.21335293,0.1394912,0.08849276,0.14645886,0.14423491,0.059043705,0.09613103,0.20656362,0.175994,0.13799721,0.15618819
"F-AG10597-Gen. improv., supp. Aq. value chain in foods syste",0.36761773,0.34784424,0.22991085,0.13300273,0.0949051,0.3011379,0.08149922,0.24348809,0.18928802,0.17282236,0.1899207,0.36852968,0.28253743
F-PP-2022-1032-Build resilient seed systems & fish value cha,0.4296216,0.6036026,0.40895733,0.2675996,0.23787715,0.4643797,0.21375187,0.45529127,0.34784624,0.35838357,0.3741598,0.5283289,0.4515505
F-AG10544-ACIAR in Timor-Leste and Indonesia,0.43572122,0.3734986,0.44125623,0.37966275,0.28196427,0.46673808,0.36738038,0.34419653,0.39327094,0.41142583,0.37388897,0.5727602,0.45173842
F-AG10576-Mekong Fisheries Conservation II,0.30871946,0.26534346,0.3150993,0.33098486,0.18070212,0.34860918,0.23405363,0.27613994,0.388844,0.3728579,0.3411534,0.51811874,0.36391246
F-AG10553-Coalitions for change in sustainable national CBFM,0.40859908,0.33590055,0.51059735,0.527676,0.35385215,0.5192159,0.41775367,0.37403733,0.5104183,0.56378907,0.5634897,0.54979706,0.44554433
F-AG10600-Cap. Build. of proj. beneficiaries & gov. official,0.117800124,0.06988845,0.18068881,0.13808331,0.10539381,0.18695074,0.16331841,0.13073641,0.17700167,0.23239665,0.1351234,0.13943298,0.13102672
F-AG10550-Innovating fish based livelihoods in TL and SB,0.353841,0.34174475,0.43903854,0.428146,0.32814038,0.48815903,0.37372854,0.25276121,0.4358404,0.43127546,0.44178692,0.60664755,0.42147514
F-AG10583-Tech. Assist. for Agri Transform in Country in Tra,0.40171435,0.48385653,0.48328844,0.3658894,0.32486394,0.43596494,0.33482385,0.39733297,0.41187835,0.4306823,0.40287971,0.5620285,0.4806655
F-AG10581-Social protection & fisheries management in Solomo,0.2322049,0.21229137,0.19081855,0.2828102,0.15091638,0.39545125,0.2688708,0.23495495,0.34638447,0.2654076,0.21132019,0.4245986,0.26167956
"F-AG10609-Climate-Adaptive, Inclusive, Nature-base Aquacultu",0.53668886,0.46383134,0.48216558,0.5230481,0.30421743,0.52336663,0.43344212,0.3836739,0.516082,0.53288907,0.4600228,0.668894,0.5208211
F-AG10610-Tech. Supp. for Rapid Assess. & cap. building in D,0.40419304,0.43143913,0.4215672,0.32328597,0.17679758,0.44150838,0.2482389,0.35430098,0.3589279,0.39370868,0.36730367,0.5311993,0.41098475
F-AG10612-Extend integrated analysis for food system in TL &,0.6017447,0.40628305,0.48280504,0.47608238,0.3320034,0.60359436,0.35279527,0.3563623,0.38588497,0.56037116,0.44105917,0.56724715,0.5225224
F-AG10487-Small-Scale Aquaculture Investments for Livelihood,0.44206598,0.40751547,0.39882788,0.36712518,0.2686614,0.42760602,0.29557714,0.28439498,0.3687352,0.38507968,0.45857546,0.6113104,0.44465584
N-699017-FTF BANGLADESH APC,0.46186367,0.40692952,0.39010745,0.40931708,0.28638837,0.52959716,0.2949494,0.36854774,0.30560338,0.4430398,0.3602538,0.39089063,0.4679613
N-614039-Strengthening Nat'l Capability MCF,0.6009884,0.5124187,0.49738654,0.50923455,0.39182737,0.63315624,0.47535643,0.44945365,0.5236344,0.49867734,0.52857697,0.6278078,0.5911786
N-343001-GCAN INITIATIVE,0.6471687,0.5000535,0.54723734,0.616232,0.36642206,0.693883,0.61471695,0.45823082,0.5837336,0.58107805,0.4446654,0.5992854,0.58297986
N-300044-Biotechnology Innovations,0.48191047,0.5635131,0.42561135,0.41108188,0.32462665,0.51537603,0.30180097,0.6438672,0.46551442,0.47385687,0.34940672,0.44752425,0.5348413
N-606015-BIO-FORTIFICATION DEPLOYM,0.5301422,0.52926016,0.3826339,0.24933416,0.15696321,0.45688424,0.24415551,0.41209155,0.36059347,0.3269712,0.3407457,0.45548496,0.52102715
N-601158-SPIR II,0.281449,0.2631975,0.39420637,0.38027254,0.3738011,0.40445706,0.26647788,0.33364207,0.2844526,0.45172235,0.40917367,0.27891263,0.32003966
N-602236-MAPSA-MYANMAR AGR POL SUP,0.3616347,0.286221,0.3846441,0.38386345,0.3072669,0.47571632,0.3991895,0.31768674,0.39136237,0.57120746,0.42417052,0.41121742,0.40839326
N-606021-MEAL PROGRAMS INDIA,0.58791184,0.41205084,0.36892623,0.26097667,0.15781836,0.48433506,0.24570246,0.28190476,0.29428214,0.3351723,0.3349568,0.4500483,0.5062604
N-600317-STATS FR SPACE-MOZAMBIQUE,0.25263193,0.3070915,0.3359216,0.3212839,0.24786294,0.31169385,0.2020526,0.28452706,0.3404487,0.3268951,0.24844225,0.2958569,0.41472405
N-2023PXX3-USAID MOD 7,0.35186097,0.3760663,0.4350323,0.40659034,0.37526152,0.43742824,0.36994478,0.42322135,0.34317118,0.43410897,0.38440496,0.34612885,0.42056152
N-302058-TAJIKISTAN EVAL AA-TEAA,0.43673855,0.39412883,0.41699874,0.36730912,0.2171864,0.47404435,0.3037402,0.3295822,0.4145534,0.4967809,0.38351732,0.42956182,0.53197443
N-301058-POSHAN PH 3,0.5484345,0.32227626,0.34971073,0.26737767,0.2870144,0.4673906,0.25988415,0.31768504,0.27036372,0.41903734,0.3065642,0.39180318,0.41052353
N-301055-SOCIAL TRANS IMPROV NUTR,0.44748625,0.29701927,0.25454658,0.23458134,0.12438432,0.39606357,0.28831372,0.2654684,0.22686194,0.25875676,0.24802521,0.34649834,0.33685377
N-644H01-HP – GH – Finance,0.42243135,0.4358635,0.4568332,0.3356229,0.24240193,0.4416743,0.3002362,0.37227032,0.41694874,0.39301398,0.46286073,0.39393792,0.4772588
N-644H08-HP-Viamo,0.2522411,0.35052142,0.30300197,0.23218754,0.25570154,0.2599857,0.18496571,0.28651702,0.21092582,0.26627827,0.25959978,0.26019093,0.38113347
N-644H07-HP-IFT,0.5997616,0.5236634,0.43066734,0.30691043,0.20668688,0.43833202,0.22227706,0.3657222,0.318692,0.3306254,0.3468038,0.5136866,0.50059474
N-644H06-HP-WV-REACTS-IN-Finance,0.60963434,0.3781989,0.42294657,0.44540364,0.33267778,0.5812594,0.5003218,0.3129588,0.40715575,0.42731115,0.41294438,0.57256037,0.49496135
N-644H03-HP–GAC–ENFS,0.5401557,0.5909699,0.44849345,0.41759297,0.30410132,0.5511806,0.49643663,0.4968465,0.5093531,0.37401032,0.4005065,0.49384665,0.5268307
N-341001-FASTER,0.40189523,0.40407255,0.441333,0.38960025,0.28796318,0.4407351,0.36230293,0.35281867,0.41051492,0.53250945,0.44705498,0.41084215,0.46226287
N-641003-PNG OFFICE CAP STRENGTHEN,0.23485166,0.22839122,0.34551305,0.3640769,0.30607122,0.42316097,0.31052595,0.28315124,0.28392297,0.5390041,0.3753109,0.2866216,0.30586514
N-601149-IPV RESEARCH COLLAB PH 2,0.37414613,0.2755107,0.3432292,0.41483772,0.3081468,0.5234783,0.40555647,0.33046842,0.2789267,0.389184,0.39780188,0.39541525,0.29067647
N-601170-WASTING DETECTION&TREATME,0.31135276,0.2688515,0.34404463,0.3616383,0.27198488,0.46319917,0.33141193,0.36680108,0.31118897,0.45935193,0.34802485,0.33993438,0.3175597
N-632001-EFF CASH TXFR ON COFFE PR,0.32053164,0.20843865,0.2658516,0.2305118,0.1112736,0.35498476,0.19257373,0.15470034,0.22213188,0.23543377,0.301672,0.2949227,0.2915784
N-301059-CLIMATE CHG x AGRICULTURE,0.4476025,0.44163105,0.41694292,0.57740915,0.2889268,0.58099896,0.47505423,0.4043377,0.49008223,0.46813363,0.4132931,0.4821199,0.5189983
N-306102-PH4 BMGF,0.5182466,0.44204065,0.3543346,0.22831811,0.18704966,0.40291086,0.19263622,0.38075808,0.36624315,0.32426116,0.33653727,0.40429068,0.4651352
N-300053-FTF CLIMATE GENDER NUTRI.,0.635041,0.589669,0.49761337,0.6456735,0.39165127,0.6340127,0.5675267,0.51154035,0.60097,0.47660697,0.38834575,0.57697916,0.6826662
N-642001-HIGH-RESOLUTION CROP STAT,0.34498927,0.40315557,0.36056036,0.44604343,0.28075102,0.39599916,0.27986357,0.45646,0.44265684,0.41030118,0.3692534,0.29336664,0.4992897
N-2023PX-GAIA Phase I,0.14912328,0.32999694,0.27204898,0.16393739,0.24537514,0.18679234,0.17888373,0.35469717,0.23202984,0.23664252,0.22379598,0.15806344,0.32192025
N-603217-FSP PHASE 4,0.5677355,0.3750574,0.31651762,0.41736987,0.23517661,0.5842279,0.28102913,0.3683943,0.33678663,0.4939979,0.3648446,0.46757275,0.43546966
N-302020-SUDAN STRATEGY SUPPORT PR,0.26292956,0.19322546,0.38907126,0.3225754,0.2690905,0.38818732,0.28681523,0.29414025,0.29154873,0.41963342,0.3725587,0.2953104,0.31874573
N-600292-RCC IN AFRICA,0.57910186,0.4754201,0.4563178,0.46705216,0.29658332,0.5487573,0.36087635,0.37565303,0.45581883,0.46009773,0.44187272,0.49819258,0.5520123
N-606024-KTM SCHOOL FEED,0.445429,0.32138464,0.26481146,0.19379471,0.074633144,0.38287526,0.19235685,0.22364178,0.24475782,0.24748866,0.19077408,0.41041535,0.358523
N-306005-NUTRITION STATUS-BIHAR&OD,0.5158862,0.42029554,0.3671137,0.23126231,0.15350273,0.42588142,0.1920701,0.36308783,0.35968605,0.3191901,0.27609676,0.37370074,0.52078605
N-606023-SMART CROPS-NORTH NIGERIA,0.41279063,0.5692275,0.4559893,0.31349254,0.31375432,0.43970162,0.24595064,0.48377487,0.41100228,0.4320795,0.4610204,0.4201325,0.51994646
N-303026-CHILD SCHOOL LUNCH-GHANA,0.55041873,0.3314159,0.2906214,0.32409883,0.15016557,0.5326032,0.26831496,0.23232444,0.24323766,0.36302385,0.26417083,0.47847232,0.428239
N-641001-CASH 4 WORK-CfW SFD-LIWP,0.32427198,0.14061308,0.2390642,0.3742203,0.2805398,0.37059152,0.31588817,0.14408547,0.24885601,0.3070707,0.38081384,0.30823818,0.22987852
N-2023PXX6-FASTR,0.4118947,0.40821156,0.4422477,0.3966411,0.28861752,0.4453211,0.3677016,0.35033372,0.40966916,0.5311985,0.4545092,0.42045057,0.46435407
N-303008-GUATEMALA FOOD SECURITY,0.55500853,0.3991589,0.43683878,0.358248,0.30467448,0.58427685,0.37381688,0.37904224,0.380067,0.4812905,0.40920562,0.4748625,0.5334338
N-303044-ACUTE FOOD INSECURITY,0.4776349,0.34162596,0.29479986,0.35934678,0.19131991,0.61455846,0.26111573,0.28780714,0.24966535,0.3716118,0.2696853,0.4727256,0.3949012
N-313004-ReSAKSS SOUTH ASIA- IAT,0.2805909,0.38025278,0.42878157,0.385863,0.2601238,0.38742405,0.28947374,0.36069465,0.37586,0.5562819,0.43094203,0.28496453,0.37187687
N-2023P013-IMPACT ASSESSMENT,0.2352373,0.2756489,0.3483762,0.36008862,0.24214378,0.4191988,0.26577088,0.3151616,0.35919338,0.3795691,0.4116197,0.27588534,0.40339887
N-606022-NUTRITION RESILIENCE ZWE,0.5740468,0.5848372,0.44209695,0.36225396,0.4146825,0.4740274,0.27694285,0.52634627,0.44360614,0.3952078,0.42928863,0.53141934,0.57343537
N-303028-SMALLHOLDERS ACCESS-SOLAR,0.2832372,0.34337696,0.39852324,0.3971215,0.22365469,0.32072267,0.3442169,0.29227722,0.34822848,0.41204756,0.38563702,0.37468016,0.46636534
N-633006-IICOF IN JIMMA ETH,0.4585226,0.40233487,0.4893065,0.4129541,0.31202513,0.5342532,0.36920303,0.37513775,0.41940898,0.51822394,0.55230606,0.43236485,0.4358259
N-613034-FOOD SYSTEM-GANGETIC PLAIN,0.59661263,0.44847733,0.5059124,0.4079042,0.24517992,0.57622206,0.33455414,0.42583072,0.46925572,0.53917134,0.47872585,0.5565749,0.49977627
N-2023P1-IFAD-ASEAN,0.008809916,0.073455825,0.074186124,0.12309467,0.09204499,0.15578131,0.09885386,0.13917671,0.10475167,0.21963707,0.081884116,0.115515254,0.1145081
N-602250-YEMEN FOOD SECURITY-YFSRR,0.4665751,0.29583693,0.40531227,0.42421314,0.33450136,0.6056158,0.32248268,0.3217952,0.30343384,0.52323204,0.4292258,0.4346,0.40667123
N-303013-MIGRATION ANALYSIS GUATEM,0.33005625,0.2234737,0.28307968,0.34633112,0.23922946,0.44547048,0.35610268,0.2852344,0.3325196,0.34405455,0.3267946,0.3061141,0.35842544
N-600273-MAPS TOOL,0.61640626,0.38302672,0.42198128,0.43609312,0.3040138,0.5691807,0.29560372,0.34453127,0.40606356,0.42860857,0.4033106,0.49206033,0.55007905
N-619024-TITUKULANE PROGRAM,0.34154034,0.33542278,0.43830103,0.42572418,0.36390564,0.44118226,0.2950312,0.37204832,0.34303382,0.48921216,0.43254337,0.34698185,0.49597153
N-302017-BURMA-BAPSA,0.3335581,0.2386439,0.32738656,0.34444472,0.27183232,0.45422965,0.3533153,0.27684996,0.34293103,0.5562744,0.38561165,0.3840375,0.35956132
N-300055-BT Cowpea Impact Eval.,0.3051907,0.33704144,0.25047442,0.25318766,0.19888446,0.38856006,0.12808158,0.37981042,0.3062949,0.27501476,0.26407298,0.3286657,0.3441817
N-613031-C-SUCSeS,0.40944016,0.42719826,0.5008731,0.42733473,0.2498153,0.53722364,0.45319965,0.3893703,0.4719382,0.499987,0.45073014,0.41307038,0.5581335
N-613036-C-SUCSeS- SDF,0.4151694,0.49154696,0.54680616,0.5572575,0.3368983,0.5425287,0.46956146,0.42750677,0.5068583,0.56285554,0.4662282,0.43844995,0.62984705
N-344001-ASSESS. IMPACTS & DEV. IMPLICATIONS,0.3849991,0.4995831,0.40774393,0.37813407,0.25555795,0.46075037,0.29187378,0.46404845,0.41899863,0.4245404,0.48339576,0.35230193,0.47761884
N-602214-CNTRY-LED TRNSFRM AFR-ASI,0.28110456,0.31411016,0.30996686,0.30223227,0.16158243,0.39522445,0.28266984,0.2794587,0.3937605,0.41013423,0.35661575,0.2929413,0.36021048
N-602114-EVAL IMPACT EGSSP,0.4852382,0.34475026,0.3891962,0.37296152,0.25438315,0.54837507,0.32330605,0.3476872,0.36807394,0.4982024,0.37810636,0.45558986,0.4084606
N-614038-NIPN ETHIOPIA PHASE 2-K4N,0.56934524,0.3963576,0.39705223,0.33085272,0.2994475,0.47768816,0.28256282,0.41792634,0.30375445,0.45702684,0.34073582,0.45081052,0.44785547
N-303043-FEED THE FUTURE-HOND W3,0.48551255,0.40988445,0.42400548,0.43235698,0.28768298,0.55872995,0.36499032,0.31481183,0.36408383,0.4424115,0.42569616,0.44404253,0.47130528
N-613026-ASIA ECS TRENDS ON AG PUB,0.30842307,0.35634515,0.41081148,0.34573463,0.28284886,0.4146677,0.31390905,0.3346711,0.35164642,0.56015253,0.48333067,0.34517568,0.37966534
N-303029-FOOD INSECURITY WARNING,0.55851865,0.4431131,0.5163589,0.5307075,0.42826548,0.71992266,0.38255206,0.48882806,0.40222165,0.5540902,0.4891127,0.5015039,0.5928718
N-613035-CSISA 4.0 EPTD- BMGF,0.2773163,0.3130318,0.43904057,0.294691,0.33139545,0.37679282,0.26300776,0.334695,0.3097503,0.36646175,0.36173683,0.2530811,0.44540417
N-600307-TRUE COSTING PRICING COMM,0.25567538,0.22221102,0.20869833,0.12576503,0.05271896,0.17350256,0.015534099,0.17516236,0.15228845,0.1924929,0.20830901,0.17224377,0.21367201
N-603203-SAFA:YOUTH IN ETHIOPA,0.34000698,0.32839903,0.3504947,0.41220388,0.25315487,0.49864095,0.46119913,0.27889842,0.42367008,0.3821142,0.37514472,0.46296695,0.47247005
N-600316-FOOD SECURITY-CLIMATE TRI,0.5378471,0.39765882,0.34857917,0.43053254,0.18431403,0.567197,0.22369093,0.33002615,0.33072972,0.43765292,0.31247672,0.46283668,0.4914636
N-302057-COVID-19 IAT POLICY MODEL,0.2983434,0.30910477,0.36961946,0.3934735,0.25735006,0.4876859,0.37105495,0.3590612,0.3924208,0.568293,0.40007252,0.34757823,0.380141
N-2023P048-Irrigation and Mechanization Laboratory,0.33686855,0.46569386,0.4771226,0.37191767,0.3198586,0.42465973,0.38957706,0.34159988,0.42390224,0.38575822,0.3916174,0.43042925,0.59208375
N-602222-AGRI. EXTENSION-MALAWI,0.48740146,0.44609612,0.46648392,0.36812904,0.24626468,0.52149993,0.34926564,0.3921946,0.4861716,0.5355253,0.4593041,0.47826755,0.5208465
N-601166-EFFECTIVENESS OF BEP,0.2755824,0.19114333,0.14795434,0.16709623,0.062516384,0.3189731,0.19615114,0.159084,0.1748487,0.18394865,0.106636025,0.26798066,0.2296838
N-601141-WV ECT2 MOZ LIT,0.50519913,0.33706087,0.3438221,0.4390948,0.23559907,0.5182468,0.40661222,0.2410445,0.3085363,0.39359647,0.37451467,0.50309914,0.39810982
N-2023P029-ADB Project/Proposal (c/o DSG),0.24744938,0.20801193,0.39212656,0.36236697,0.31551534,0.3332326,0.2933801,0.20939311,0.28349596,0.41996542,0.39960533,0.22559083,0.2669267
N-614037-STRENGTHEN NATL CAPABILTY,0.7471885,0.4855767,0.5477986,0.5164037,0.35346067,0.7311142,0.47975376,0.44952565,0.55496216,0.5792319,0.52098584,0.6598639,0.59344405
N-601159-IMPACT EVALUATION ETHIOPI,0.36703226,0.3089916,0.38618907,0.4167986,0.35190064,0.49813032,0.33994496,0.31781262,0.34474352,0.43182188,0.44404483,0.3603055,0.40189597
N-2023P046-Political Eco of Large Scale Food Fortificatn,0.56786877,0.4346566,0.37823558,0.3398516,0.17466947,0.58063096,0.319434,0.31420004,0.34844217,0.5101213,0.43087658,0.5093146,0.4107257
N-614035-ReSAKSS REVIEW&DATA SYSTE,0.4147565,0.38813174,0.52069503,0.48980987,0.45968717,0.5371904,0.40306243,0.4875537,0.47802374,0.60331124,0.5471055,0.43455604,0.513405
N-2023P074-FCDO proposal,0.29302928,0.2927538,0.27743754,0.22969297,0.0838297,0.3595608,0.19932394,0.27695253,0.3266148,0.3265777,0.32232726,0.25813428,0.3641192
N-601152-POSHAN III,0.51258844,0.33320305,0.31463054,0.2522217,0.22782654,0.4483998,0.26638797,0.24952374,0.23978025,0.38297954,0.2724131,0.36257938,0.40012664
N-601162-PATHWAY OUTPOVERTY-BAIDOA,0.3397582,0.2027659,0.24220292,0.36038142,0.23758695,0.5215686,0.3531187,0.2147459,0.3274315,0.38803312,0.3239471,0.35291865,0.30008262
N-300041-WOMENS EMPOWERMENT- PHND,0.31468284,0.39440486,0.4286724,0.39039004,0.35123911,0.39878765,0.44139525,0.3679543,0.40190294,0.31679767,0.30326703,0.39492586,0.4785995
N-631001-DATADENT 2.0,0.5675983,0.38064253,0.5004599,0.45068717,0.416848,0.54061043,0.3675954,0.3950377,0.3656934,0.51002824,0.42769793,0.4748673,0.5269081
N-313002-India ICAR,-0.039438322,0.008385471,0.06375029,0.013447017,0.06028948,0.07992355,0.06705771,0.03235709,0.020007608,0.058928136,0.0072331764,0.041068166,0.03800259
N-2023PX01-PPVC,-0.04299532,0.024426127,0.013968937,0.014654662,0.017625896,0.008943615,0.03792966,0.00037152274,0.01186142,-0.012676543,-0.027396973,0.030690122,-0.02914774
N-613033-EVITA-EVAL INCL TRNSFORM,-0.024180459,0.12199298,0.027800765,0.056479637,0.11176169,0.066091366,0.077788875,0.13061327,0.06971293,0.037470646,0.024788264,0.022382477,0.044585966
N-603140-PROG. MGMT FOR DEV.-AGRI,0.3228594,0.44611642,0.41116533,0.30673572,0.24020843,0.3255656,0.1705907,0.3634287,0.4051797,0.38783956,0.3881531,0.28333384,0.47044823
N-2023P033-SCHOOL FEEDING PHASE OUT -MOZAMBIQUE,0.3139936,0.22973047,0.20079023,0.24279761,0.055128098,0.35546228,0.17995891,0.13162623,0.19806544,0.22392188,0.13295093,0.36930096,0.30443653
N-2023PXX2-GI IMPACT ASSESSMENT,0.07905003,0.089190036,0.19308317,0.24786589,0.22941154,0.20228024,0.17173187,0.1663094,0.24884686,0.18648483,0.2535514,0.12305825,0.25632837
N-301060-GLOBAL DATA HUB ENBLE GEN,0.051729888,0.18451327,0.10423025,0.11908355,0.22030726,0.08902815,0.101746075,0.21716566,0.08354897,0.11904245,0.0824931,0.08724915,0.17742737
N-641006-CAADP BR,-0.056537822,-0.010781133,0.048214957,0.013953449,0.0067837667,0.07153331,0.027845366,-0.0005813,0.051232573,0.011004139,-0.01727749,0.038450353,0.021664813
N-601167-EDUTAINMENT PHASE 2,-0.01863739,-0.011363722,-0.014261922,0.005395013,0.015127522,0.035407342,-0.004554369,0.015905034,0.0024615952,0.057713248,-0.03421408,0.013282871,-0.008060454
N-601161-IMPROVEFOOD & NUTR SECRTY,0.6006529,0.40885568,0.40227252,0.3478013,0.23751129,0.54951274,0.47419924,0.30100185,0.3581186,0.36661962,0.3324614,0.50258225,0.502313
N-2024P002-AFFORD,0.55443037,0.35713795,0.29517236,0.30227983,0.15268268,0.44347265,0.28324106,0.22046678,0.2666785,0.28000563,0.26183334,0.3856928,0.36438265
N-2023P037-BMZ-CGIAR Webinars,-0.041452095,-0.030876067,0.03792536,-0.004894714,0.03851327,-0.00062419166,0.036822278,0.045275763,-0.0034995135,-0.075268835,-0.009719538,0.025254529,-0.00235426
N-2023P015-JP-RWEE,0.44479823,0.31795225,0.27674598,0.2322475,0.14489156,0.30496898,0.23010221,0.19176991,0.20923328,0.23046216,0.24846259,0.32055566,0.31698024
N-2024P006-VARIOUS PROPOSALS,0.084818564,0.12752403,0.12311321,0.15228389,0.17827557,0.14839672,0.1935151,0.18151712,0.21558274,0.16855027,0.15179305,0.1255284,0.12367932
N-303009-INCL AG VAL CHAIN FINANCE,0.19021428,0.26470268,0.24163938,0.15633573,0.18448478,0.17750995,0.115461014,0.18236163,0.21862811,0.20715754,0.30259895,0.16905665,0.16857208
N-2024P0X3-FRESHEN-UP,0.70881253,0.53140503,0.4668097,0.56955063,0.29417172,0.66404665,0.41722462,0.39949313,0.5227752,0.56379086,0.46529877,0.5973196,0.64142174
N-601163-NUTR SENSITIVE CASH TRXFR,0.10572681,0.11619667,0.06583928,0.09087484,0.07460335,0.1187301,0.045648094,0.12561762,0.036367297,-0.015400569,0.06552371,0.102245264,0.12770657
N-2024P0X5-PRO WEAI+MI,0.38669893,0.34869155,0.25508288,0.20719968,0.15860222,0.30185938,0.19709577,0.2231778,0.217203,0.21710503,0.20206587,0.30598265,0.31538793
N-603211-HWG JIMMA COFFEE PROGRAM,0.48541647,0.2573181,0.28427514,0.26887894,0.097937465,0.38779244,0.27274495,0.13209102,0.23934503,0.25333866,0.2542124,0.3517924,0.2960649
